,id,slug,title,description,details,imgUrl,price,discount,mrp,isMember,isAuthDealer,isFeaturedMember,membershipLevel,shopName,isDoorstepDelivery,isDeliveryFree,isTopAd,isUrgentAd,timeStamp,isVerified,isJobAd,location,adType,isLocalJob,category.id,category.name
13,618fcec8b5662f33ad6f5c1a,nissan-sunny-n16-full-option-2002-for-sale-kandy-1,Nissan Sunny N16 Full Option 2002,"Kandy, Cars","142,000 km",https://i.ikman-st.com/nissan-sunny-n16-full-option-2002-for-sale-kandy-1/64807092-5aaa-4c45-98de-7bfebba04187/142/107/cropped.jpg,"Rs 3,575,000",0,0,True,False,False,premium,Unlimit Ads,False,False,False,False,2 hours,True,False,Kandy,for_sale,False,392,Cars
14,618fdaebc2a2bb12055caa25,honda-vezel-rs-sensing-2017-for-sale-gampaha-493,Honda Vezel RS Sensing 2017,"Gampaha, Cars","59,000 km",https://i.ikman-st.com/honda-vezel-rs-sensing-2017-for-sale-gampaha-493/78e30ef6-7d38-4006-a598-76fe9456455e/142/107/cropped.jpg,"Rs 9,990,000",0,0,True,False,False,premium,ONE 2 ONE CAR SALE,False,False,False,False,2 hours,True,False,Gampaha,for_sale,False,392,Cars
15,6172a06d1bd43900191341f9,suzuki-alto-japan-2002-for-sale-gampaha-63,Suzuki Alto Japan 2002,"Gampaha, Cars","106,000 km",https://i.ikman-st.com/suzuki-alto-japan-2002-for-sale-gampaha-63/f99596d3-83d6-4663-b33f-e16bfa48a8e5/142/107/cropped.jpg,"Rs 2,695,000",0,0,,,,free,Sell Fast | කඳාන | MCI Ikman දැන්වීම්,False,False,False,False,bump_up,False,False,Gampaha,for_sale,False,392,Cars
16,615e8461403f475ca6edb166,toyota-corolla-2003-for-sale-gampaha-8,Toyota Corolla 2003,"Gampaha, Cars","150,000 km",https://i.ikman-st.com/toyota-corolla-2003-for-sale-gampaha-8/81ccdea8-dc1b-45bf-9edd-37da4a116897/142/107/cropped.jpg,"Rs 4,650,000",0,0,False,False,False,free,,False,False,False,False,bump_up,False,False,Gampaha,for_sale,False,392,Cars
17,617d5ba532694c004759f953,honda-vezel-2014-for-sale-gampaha-2013,Honda Vezel 2014,"Gampaha, Cars","96,000 km",https://i.ikman-st.com/honda-vezel-2014-for-sale-gampaha-2013/91380217-b6ab-41eb-9d05-1cc4c87e19ea/142/107/cropped.jpg,"Rs 7,000,000",0,0,False,False,False,free,,False,False,False,False,bump_up,False,False,Gampaha,for_sale,False,392,Cars
18,6142e25bcf9626001905191b,toyota-allion-260-2007-for-sale-galle-85,Toyota Allion 260 2007,"Galle, Cars","121,000 km",https://i.ikman-st.com/toyota-allion-260-2007-for-sale-galle-85/ea25cc03-5032-4cb8-98c3-493bc44c975f/142/107/cropped.jpg,"Rs 7,300,000",0,0,,,,free,Sell Fast | Tangalle | ICT Zone,False,False,False,False,bump_up,False,False,Galle,for_sale,False,392,Cars
19,614f23646a3b7b007156780a,nissan-march-ak-13-2015-for-sale-colombo,Nissan March AK 13 2015,"Colombo, Cars","20,000 km",https://i.ikman-st.com/nissan-march-ak-13-2015-for-sale-colombo/870c0a24-4716-4684-8031-a92ffd2402b4/142/107/cropped.jpg,"Rs 4,750,000",0,0,False,False,False,free,,False,False,False,False,bump_up,False,False,Colombo,for_sale,False,392,Cars
20,618f763240e77e0072129198,mitsubishi-montero-2001-for-sale-colombo-358,Mitsubishi Montero 2001,"Colombo, Cars","82,000 km",https://i.ikman-st.com/mitsubishi-montero-2001-for-sale-colombo-358/28e96573-a91d-4f6a-849f-9f2f022662ca/142/107/cropped.jpg,"Rs 8,900,000",0,0,False,False,False,free,,False,False,False,False,2 hours,False,False,Colombo,for_sale,False,392,Cars
21,618fd1e82a3d390046a5308b,micro-mx-7-mark-11-2015-for-sale-colombo,Micro MX 7 MARK 11 2015,"Colombo, Cars","58,000 km",https://i.ikman-st.com/micro-mx-7-mark-11-2015-for-sale-colombo/7c78ecb7-f300-4c06-9b87-b2d094c12065/142/107/cropped.jpg,"Rs 3,400,000",0,0,,,,free, ADSking දැන්වීම් ආයතනය,False,False,False,False,2 hours,False,False,Colombo,for_sale,False,392,Cars
22,618fccb640e77e007212929b,toyota-aqua-2015-for-sale-colombo-1663,Toyota Aqua 2015,"Colombo, Cars","120,000 km",https://i.ikman-st.com/toyota-aqua-2015-for-sale-colombo-1663/570de84e-34b5-4f58-a753-63298308584b/142/107/cropped.jpg,"Rs 6,400,000",0,0,False,False,False,free,,False,False,False,False,3 hours,False,False,Colombo,for_sale,False,392,Cars
23,618fcc40c08be238c902f647,bmw-520d-2014-for-sale-kalutara,BMW 520d 2014,"Kalutara, Cars","98,000 km",https://i.ikman-st.com/bmw-520d-2014-for-sale-kalutara/650c70f3-e4c5-41ad-a2c6-428de5df39a8/142/107/cropped.jpg,"Rs 24,500,000",0,0,False,False,False,free,,False,False,False,False,3 hours,False,False,Kalutara,for_sale,False,392,Cars
24,618fc65f40e77e007212928d,honda-insight-ze-3-2012-for-sale-gampaha,Honda Insight ZE 3 2012,"Gampaha, Cars","123,000 km",https://i.ikman-st.com/honda-insight-ze-3-2012-for-sale-gampaha/6a5c349a-025b-438c-8f98-d951cc3e58e5/142/107/cropped.jpg,"Rs 5,650,000",0,0,False,False,False,free,,False,False,False,False,3 hours,False,False,Gampaha,for_sale,False,392,Cars
0,614b5bb5899d22506c28a012,suzuki-wagon-r-2016-for-sale-gampaha-165,Suzuki Wagon R 2016,"Gampaha, Cars","71,000 km",https://i.ikman-st.com/suzuki-wagon-r-2016-for-sale-gampaha-165/5a28a268-7ede-4173-8c03-de1fe88ffead/142/107/cropped.jpg,"Rs 3,925,000",0,0,False,False,False,free,,False,False,False,False,bump_up,False,False,Gampaha,for_sale,False,392,Cars
1,615fef93de9c5200195eb8bb,suzuki-wagon-r-fz-2017-for-sale-colombo-1543,Suzuki Wagon R FZ 2017,"Colombo, Cars","51,000 km",https://i.ikman-st.com/suzuki-wagon-r-fz-2017-for-sale-colombo-1543/eef55482-d04d-4fe0-a48e-e1b9a1d9fa68/142/107/cropped.jpg,"Rs 4,750,000",0,0,False,False,False,free,,False,False,False,False,bump_up,False,False,Colombo,for_sale,False,392,Cars
2,614eb6995e64700047ba2907,suzuki-alto-2013-for-sale-colombo-453,Suzuki Alto 2013,"Colombo, Cars","78,000 km",https://i.ikman-st.com/suzuki-alto-2013-for-sale-colombo-453/a69d9310-eaaf-4b3f-9afe-7e86ca761b3e/142/107/cropped.jpg,"Rs 4,200,000",0,0,False,False,False,free,,False,False,False,False,bump_up,False,False,Colombo,for_sale,False,392,Cars
3,618fcb06c08be238c902f644,toyota-axio-non-hybird-2013-for-sale-colombo-1,Toyota Axio non hybird 2013,"Colombo, Cars","90,000 km",https://i.ikman-st.com/toyota-axio-non-hybird-2013-for-sale-colombo-1/64a29073-db69-4442-975b-3db8da6d7b08/142/107/cropped.jpg,"Rs 8,100,000",0,0,True,False,False,premium,Hiruki Auto Mart,False,False,False,False,3 hours,True,False,Colombo,for_sale,False,392,Cars
4,618fcab8358b2d15399ec9d6,toyota-prius-s-touring-2014-for-sale-colombo-63,Toyota Prius S touring 2014,"Colombo, Cars","75,000 km",https://i.ikman-st.com/toyota-prius-s-touring-2014-for-sale-colombo-63/e0b2f6b1-2587-4ff1-b32c-a1b5be897bfa/142/107/cropped.jpg,"Rs 7,550,000",0,0,True,False,False,premium,Hiruki Auto Mart,False,False,False,False,3 hours,True,False,Colombo,for_sale,False,392,Cars
5,617617d8572b720074abd0c3,honda-fit-gp5-s-grade-2014-for-sale-kandy-26,Honda Fit GP5 S Grade 2014,"Kandy, Cars","92,500 km",https://i.ikman-st.com/honda-fit-gp5-s-grade-2014-for-sale-kandy-26/0108635d-c291-4050-af89-8528dcb4b3af/142/107/cropped.jpg,"Rs 7,100,000",0,0,False,False,False,free,,False,False,False,True,bump_up,False,False,Kandy,for_sale,False,392,Cars
6,61826eaf047bc4228bda6b1e,toyota-vitz-2018-for-sale-colombo-870,Toyota Vitz 2018,"Colombo, Cars","58,000 km",https://i.ikman-st.com/toyota-vitz-2018-for-sale-colombo-870/590e65ea-5e87-4f42-a6f3-7d40f492eaea/142/107/cropped.jpg,"Rs 7,000,000",0,0,False,False,False,free,,False,False,False,True,bump_up,False,False,Colombo,for_sale,False,392,Cars
7,617d02c479a1490019e99a76,mitsubishi-j36-1976-for-sale-kalutara,Mitsubishi J36 1976,"Kalutara, Cars","220,000 km",https://i.ikman-st.com/mitsubishi-j36-1976-for-sale-kalutara/ea15c47c-3c48-41db-9acc-66ae05d05ad3/142/107/cropped.jpg,"Rs 2,650,000",0,0,,,,free,Sell Fast | Panadura | Sirini Holdings,False,False,False,False,bump_up,False,False,Kalutara,for_sale,False,392,Cars
8,618b6f8f599c6f0047153032,toyota-premio-240-2004-for-sale-kandy-2,Toyota Premio 240 2004,"Kandy, Cars","142,800 km",https://i.ikman-st.com/toyota-premio-240-2004-for-sale-kandy-2/ad494bad-5831-4384-a7fd-b449b14e334f/142/107/cropped.jpg,"Rs 5,450,000",0,0,True,False,False,plus,Diamond Trading,False,False,False,True,bump_up,False,False,Kandy,for_sale,False,392,Cars
9,618a76413dce3b68cb9cf85a,ssang-yong-korando-jeep-2015-for-sale-colombo-2,Ssang Yong Korando Jeep 2015,"Colombo, Cars","51,000 km",https://i.ikman-st.com/ssang-yong-korando-jeep-2015-for-sale-colombo-2/3e4afab8-5927-4a54-9038-cd214ed6b46e/142/107/cropped.jpg,"Rs 6,975,000",0,0,False,False,False,free,,False,False,False,False,bump_up,False,False,Colombo,for_sale,False,392,Cars
10,618fbd3d19e1bf57456b5c7d,nissan-cefiro-a33-g-grade-2000-for-sale-colombo-1,Nissan Cefiro A33 G Grade 2000,"Colombo, Cars","112,000 km",https://i.ikman-st.com/nissan-cefiro-a33-g-grade-2000-for-sale-colombo-1/4683fba3-e5b4-4cdc-ba06-3962772bfd84/142/107/cropped.jpg,"Rs 2,875,000",0,0,True,False,False,premium,Riyolga Auto Mart,False,False,False,False,3 hours,False,False,Colombo,for_sale,False,392,Cars
11,618fc36625c7aa1e64dc0a6a,toyota-belta-1300cc-2007-for-sale-ratnapura-2,Toyota Belta 1300cc 2007,"Ratnapura, Cars","112,000 km",https://i.ikman-st.com/toyota-belta-1300cc-2007-for-sale-ratnapura-2/c402fbed-48ff-476b-9c83-a5fa5b36c6c9/142/107/cropped.jpg,"Rs 5,590,000",0,0,True,False,False,plus,e-adz,False,False,False,False,4 hours,True,False,Ratnapura,for_sale,False,392,Cars
12,61752a86fb5aed4c30afd6cd,mercedes-benz-cla-200-amg-premium-plus-2020-for-sale-colombo-72,Mercedes Benz CLA 200 AMG Premium Plus 2020,"Colombo, Cars","12,800 km",https://i.ikman-st.com/mercedes-benz-cla-200-amg-premium-plus-2020-for-sale-colombo-72/49783511-75ec-44ec-bece-c0633fd32682/142/107/cropped.jpg,"Rs 25,800,000",0,0,False,False,False,free,,False,False,False,False,bump_up,False,False,Colombo,for_sale,False,392,Cars
13,618fad6c1066f935e150b6c7,suzuki-wagon-r-stingray-2018-for-sale-matale-11,Suzuki Wagon R Stingray 2018,"Matale, Cars","75,000 km",https://i.ikman-st.com/suzuki-wagon-r-stingray-2018-for-sale-matale-11/294b0403-fd89-4813-a0a1-39045c6aebf2/142/107/cropped.jpg,"Rs 5,500,000",0,0,False,False,False,free,,False,False,False,False,4 hours,False,False,Matale,for_sale,False,392,Cars
14,614697ff267d2268d93501b8,toyota-land-cruiser-sahara-cygnus-v8-lx470-2001-for-sale-colombo-2,Toyota Land Cruiser Sahara Cygnus V8 LX470 2001,"Colombo, Cars","163,000 km",https://i.ikman-st.com/toyota-land-cruiser-sahara-cygnus-v8-lx470-2001-for-sale-colombo-2/96fb369d-776c-44e7-8353-020e00da58af/142/107/cropped.jpg,"Rs 14,800,000",0,0,False,False,False,free,,False,False,False,False,bump_up,False,False,Colombo,for_sale,False,392,Cars
15,615d4ab110b2df001a2d9ec6,mercedes-benz-s400-2013-for-sale-colombo-6,Mercedes Benz S400 2013,"Colombo, Cars","43,700 km",https://i.ikman-st.com/mercedes-benz-s400-2013-for-sale-colombo-6/190a9a9d-07ed-4ac9-9e21-3fb575cf6a33/142/107/cropped.jpg,"Rs 43,500,000",0,0,True,False,False,premium,Volstar Motoring Automobile,False,False,False,False,bump_up,True,False,Colombo,for_sale,False,392,Cars
16,618fc24cd8eb193a1ff2e83e,toyota-prius-s-limited-2013-for-sale-ratnapura,Toyota Prius S limited 2013,"Ratnapura, Cars","129,000 km",https://i.ikman-st.com/toyota-prius-s-limited-2013-for-sale-ratnapura/af1f3595-4f40-4006-8821-f1364e9cf2e9/142/107/cropped.jpg,"Rs 7,850,000",0,0,True,False,False,plus,e-adz,False,False,False,False,4 hours,True,False,Ratnapura,for_sale,False,392,Cars
17,618fbaadd7691d001a62b1f6,honda-crv-2019-for-sale-colombo-127,Honda CRV 2019,"Colombo, Cars","31,000 km",https://i.ikman-st.com/honda-crv-2019-for-sale-colombo-127/bf7876af-f29b-43d1-805f-679ca11c9ac3/142/107/cropped.jpg,"Rs 20,500,000",0,0,False,False,False,free,,False,False,False,False,bump_up,False,False,Colombo,for_sale,False,392,Cars
18,618e68d990e3f03667102d71,hyundai-xg-30-2001-for-sale-colombo-1,Hyundai XG 30 2001,"Colombo, Cars","141,000 km",https://i.ikman-st.com/hyundai-xg-30-2001-for-sale-colombo-1/4958933c-5a42-470e-84bb-76f27c4ca128/142/107/cropped.jpg,"Rs 2,790,000",0,0,False,False,False,free,,False,False,False,False,bump_up,False,False,Colombo,for_sale,False,392,Cars
19,616e3860edf0d2007308c6be,toyota-prius-3rd-gen-2012-for-sale-colombo-121,Toyota Prius 3rd Gen 2012,"Colombo, Cars","87,000 km",https://i.ikman-st.com/toyota-prius-3rd-gen-2012-for-sale-colombo-121/8e14d7a8-1e4c-40fa-b633-3d51a1380120/142/107/cropped.jpg,"Rs 5,950,000",0,0,False,False,False,free,,False,False,False,False,bump_up,False,False,Colombo,for_sale,False,392,Cars
20,618fc1041066f9461150b679,mitsubishi-montero-sports-2011-for-sale-kalutara-5,Mitsubishi Montero sports 2011,"Kalutara, Cars","153,500 km",https://i.ikman-st.com/mitsubishi-montero-sports-2011-for-sale-kalutara-5/5f15bf50-7d69-4733-91fd-b0d976a95bb2/142/107/cropped.jpg,"Rs 10,375,000",0,0,True,False,False,premium,K-Auto Mart,False,False,False,False,4 hours,False,False,Kalutara,for_sale,False,392,Cars
21,618fb82ec08be238c902f61a,tata-nano-xta-2017-for-sale-gampaha-1,Tata Nano XTA 2017,"Gampaha, Cars","48,000 km",https://i.ikman-st.com/tata-nano-xta-2017-for-sale-gampaha-1/c989c3eb-4eac-4acd-832d-0d45a18f1a1d/142/107/cropped.jpg,"Rs 2,000,000",0,0,False,False,False,free,,False,False,False,False,4 hours,False,False,Gampaha,for_sale,False,392,Cars
22,618fb241c08be2389b02f604,toyota-wigo-2017-for-sale-colombo-93,Toyota Wigo 2017,"Colombo, Cars","65,000 km",https://i.ikman-st.com/toyota-wigo-2017-for-sale-colombo-93/492dcc18-7150-4e41-89f4-4f5f4495f2a9/142/107/cropped.jpg,"Rs 5,200,000",0,0,False,False,False,free,,False,False,False,False,4 hours,False,False,Colombo,for_sale,False,392,Cars
23,615f473cbb8d3b007015960f,bmw-740e-2018-for-sale-colombo-14,BMW 740e 2018,"Colombo, Cars","8,750 km",https://i.ikman-st.com/bmw-740e-2018-for-sale-colombo-14/a77bc5f1-9698-47fc-b5f9-4917c5db145a/142/107/cropped.jpg,"Rs 42,500,000",0,0,True,False,False,premium,Volstar Motoring Automobile,False,False,False,False,bump_up,True,False,Colombo,for_sale,False,392,Cars
24,618fb3e2d8eb193a1ff2e80d,toyota-prius-2011-2008-for-sale-colombo,Toyota Prius 2011 2008,"Colombo, Cars","63,500 km",https://i.ikman-st.com/toyota-prius-2011-2008-for-sale-colombo/2a18b99e-40e2-4770-b9c9-13842cb77a31/142/107/cropped.jpg,"Rs 4,975,000",0,0,False,False,False,free,,False,False,False,False,4 hours,False,False,Colombo,for_sale,False,392,Cars
0,615d479457369b0046d5cbbf,bmw-730ld-3000cc-diesel-2017-for-sale-colombo,BMW 730Ld 3000CC DIESEL 2017,"Colombo, Cars","6,750 km",https://i.ikman-st.com/bmw-730ld-3000cc-diesel-2017-for-sale-colombo/97a6ce62-d4b4-4faf-9a16-d185161f7378/142/107/cropped.jpg,"Rs 57,500,000",0,0,True,False,False,premium,Volstar Motoring Automobile,False,False,False,False,bump_up,True,False,Colombo,for_sale,False,392,Cars
1,618fb349b09ab31d8cb70658,nissan-x-trail-mode-premium-2016-for-sale-colombo-23,Nissan X-Trail Mode Premium 2016,"Colombo, Cars","22,000 km",https://i.ikman-st.com/nissan-x-trail-mode-premium-2016-for-sale-colombo-23/bcc30134-5765-4bab-8e86-1074bec97346/142/107/cropped.jpg,"Rs 13,900,000",0,0,False,False,False,free,,False,False,False,False,4 hours,False,False,Colombo,for_sale,False,392,Cars
2,618fbd64b5662f33ad6f5beb,isuzu-bighorn-ubs69-1998-for-sale-matale-4,Isuzu Bighorn UBS69 1998,"Matale, Cars","255,000 km",https://i.ikman-st.com/isuzu-bighorn-ubs69-1998-for-sale-matale-4/1bb918ba-a8c0-41e9-a020-67fc045f3fd3/142/107/cropped.jpg,"Rs 9,000,000",0,0,True,False,False,premium,Speed ads,False,False,False,False,4 hours,False,False,Matale,for_sale,False,392,Cars
3,615882d67eebd405b8f5921b,honda-vezel-ru3-2014-for-sale-kandy-3,Honda Vezel RU3 2014,"Kandy, Cars","100,000 km",https://i.ikman-st.com/honda-vezel-ru3-2014-for-sale-kandy-3/37e03eb2-0972-4332-8a8c-90b367332c36/142/107/cropped.jpg,"Rs 7,250,000",0,0,False,False,False,free,,False,False,False,False,bump_up,False,False,Kandy,for_sale,False,392,Cars
4,618bba587078c51448c3ec72,mitsubishi-montero-centre-spare-wheel-2013-for-sale-gampaha-10,Mitsubishi Montero centre spare Wheel 2013,"Gampaha, Cars","98,234 km",https://i.ikman-st.com/mitsubishi-montero-centre-spare-wheel-2013-for-sale-gampaha-10/1f992488-f702-4ef2-8236-19c136634bac/142/107/cropped.jpg,"Rs 19,500,000",0,0,True,False,False,premium,SEEDEVI MOTORS,False,False,False,False,bump_up,True,False,Gampaha,for_sale,False,392,Cars
5,618fbbfb25c7aa1e9ddc0a4a,suzuki-escudo-ke-7xx-f-o-auto-2005-for-sale-colombo,Suzuki Escudo KE-7xx F/O Auto 2005,"Colombo, Cars","106,562 km",https://i.ikman-st.com/suzuki-escudo-ke-7xx-f-o-auto-2005-for-sale-colombo/e81d79b7-46bd-410a-af77-be6ba55c31a8/142/107/cropped.jpg,"Rs 6,995,000",0,0,True,False,False,premium,Isuru Trading,False,False,False,False,4 hours,False,False,Colombo,for_sale,False,392,Cars
6,618fb09a1d3bdd1a9f556ad1,honda-fit-2015-for-sale-kandy,Honda Fit 2015,"Kandy, Cars","98,000 km",https://i.ikman-st.com/honda-fit-2015-for-sale-kandy/3f6e17f2-970d-4f64-b8a3-6ad153b32ddb/142/107/cropped.jpg,"Rs 5,950,000",0,0,False,False,False,free,,False,False,False,False,4 hours,False,False,Kandy,for_sale,False,392,Cars
7,618fafbe19e1bf57756b5c55,perodua-viva-elite-amiezt-2013-for-sale-colombo-8,Perodua Viva Elite AMIEZT 2013,"Colombo, Cars","104,250 km",https://i.ikman-st.com/perodua-viva-elite-amiezt-2013-for-sale-colombo-8/b2c497cd-cb25-4fcb-90b1-75554a976e26/142/107/cropped.jpg,"Rs 3,500,000",0,0,False,False,False,free,,False,False,False,False,4 hours,False,False,Colombo,for_sale,False,392,Cars
8,618bc45b87cbe40045bc77e1,nissan-march-2001-for-sale-gampaha-309,Nissan March 2001,"Gampaha, Cars","98,654 km",https://i.ikman-st.com/nissan-march-2001-for-sale-gampaha-309/0ca3b7ed-893e-412b-a8eb-e4995073316d/142/107/cropped.jpg,"Rs 2,690,000",0,0,True,False,False,premium,SEEDEVI MOTORS,False,False,False,False,bump_up,True,False,Gampaha,for_sale,False,392,Cars
9,618fb3381066f966ec50b824,toyota-vitz-vits-2017-for-sale-kandy,Toyota Vitz vits 2017,"Kandy, Cars","52,031 km",https://i.ikman-st.com/toyota-vitz-vits-2017-for-sale-kandy/02233173-9e45-4e4f-b1ed-17f94d9ccceb/142/107/cropped.jpg,"Rs 6,600,000",0,0,True,False,False,plus,Fara Trading ,False,False,False,False,4 hours,False,False,Kandy,for_sale,False,392,Cars
10,618faea76523496750e03430,mazda-3-2014-for-sale-colombo-120,Mazda 3 2014,"Colombo, Cars","124,107 km",https://i.ikman-st.com/mazda-3-2014-for-sale-colombo-120/64655b83-85d9-4af2-9aa1-13fefba3f870/142/107/cropped.jpg,"Rs 9,000,000",0,0,False,False,False,free,,False,False,False,False,4 hours,False,False,Colombo,for_sale,False,392,Cars
11,618fb9ba751c7947e364bafd,suzuki-wagon-r-stingray-2017-for-sale-colombo-1200,Suzuki Wagon R Stingray 2017,"Colombo, Cars","62,316 km",https://i.ikman-st.com/suzuki-wagon-r-stingray-2017-for-sale-colombo-1200/5ad4340a-de91-49d0-b3a3-77cc16b36649/142/107/cropped.jpg,"Rs 5,395,000",0,0,True,False,False,premium,Isuru Trading,False,False,False,False,4 hours,False,False,Colombo,for_sale,False,392,Cars
12,614abe4efc76dd00190a50fd,toyota-chr-ngx50-2017-for-sale-galle-3,Toyota CHR NGX50 2017,"Galle, Cars","57,000 km",https://i.ikman-st.com/toyota-chr-ngx50-2017-for-sale-galle-3/eece2e1d-3457-4015-8107-5cbf297e9e83/142/107/cropped.jpg,"Rs 11,000,000",0,0,,,,free, ADSking දැන්වීම් ආයතනය,False,False,False,False,bump_up,False,False,Galle,for_sale,False,392,Cars
